Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"4,878.20",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"4,878.20",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"4,878.20",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"4,878.20",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"4,878.20",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"12,195.50",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"12,195.50",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"12,195.50",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074083,"56,099.30",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Mercurius It Ltd.,CORE-PINV-074228,"55,023.90",Software Development
Department for Education,Core,05/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"2,439.10",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"7,317.30",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"7,317.30",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"14,634.60",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"41,464.70",Software Development
Department for Education,Core,06/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-074218,"53,660.20",Software Development
Department for Education,Core,12/03/2024,Other Costs,Operational Finance,Mercurius It Ltd.,CORE-PINV-074586,"22,500.00",Software Development
Department for Education,Core,12/03/2024,Other Costs,Operational Finance,Mercurius It Ltd.,CORE-PINV-074590,"22,500.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Mercurius It Ltd.,CORE-PINV-076025,"22,642.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"2,400.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"7,200.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"7,200.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"14,400.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"40,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076193,"52,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"4,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"4,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"4,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"4,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"4,800.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"12,000.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"12,000.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"12,000.00",Software Development
Department for Education,Core,28/03/2024,Other Costs,Operational Finance,Agile Management Solutions Ltd,CORE-PINV-076268,"55,200.00",Software Development
Department for Education,Core,21/03/2024,Staff - Other,Estates,Home Office,CORE-PCR-002861,"-68,835.00",Recruitment Advertising
Department for Education,Core,06/03/2024,Accommodation and Estates - Maintenance,Estates,Government Property Agency,CORE-PCR-002813,"-7,285.83",Maintenance And Repairs
Department for Education,Core,28/03/2024,Accommodation and Estates - Maintenance,Estates,Government Property Agency,CORE-PINV-076175,"778,359.76",Maintenance And Repairs
Department for Education,Core,28/03/2024,Accommodation and Estates - Other,Estates,Government Property Agency,CORE-PINV-076175,"57,691.92",Estates Management
Department for Education,Core,05/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PCR-002452,"-62,362.03",Rentals
Department for Education,Core,06/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PCR-002813,"-33,154.19",Rentals
Department for Education,Core,18/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PINV-075654,"111,446.79",Rentals
Department for Education,Core,22/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PINV-075770,"126,830.39",Rentals
Department for Education,Core,28/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PCR-002892,"-44,773.19",Rentals
Department for Education,Core,28/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PINV-076175,"269,446.91",Rentals
Department for Education,Core,28/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PINV-076175,"2,659,332.87",Rentals
Department for Education,Core,28/03/2024,Accommodation and Estates - Rent and Rates,Estates,Government Property Agency,CORE-PINV-076375,"59,173.27",Rentals
Department for Education,Core,28/03/2024,Other Costs,Estates,Government Property Agency,CORE-PINV-076401,"285,574.76",Gpa Fm Recharge 
Department for Education,Core,07/03/2024,Other Costs,Estates,Arcadis Llp,CORE-PCR-002798,"-37,580.65",Buildings Additions
Department for Education,Core,20/03/2024,Other Costs,Estates,Arcadis Llp,CORE-PINV-073637,"27,799.20",Building Improvements
Department for Education,Core,15/03/2024,Other Costs,Estates,Willmott Dixon Construction Limited,CORE-PINV-075012,"2,540,482.91",Building Improvements
Department for Education,Core,13/03/2024,Other Costs,Estates,Isg Construction Limited,CORE-PINV-074998,"54,884.16",Building Improvements
Department for Education,Core,22/03/2024,Other Costs,Estates,Mace Limited,CORE-PINV-075220,"26,913.55",Building Improvements
Department for Education,Core,15/03/2024,Other Goods and Services,Operational Finance,Cabinet Office,CORE-PINV-074989,"81,641.00",Professional Services
Department for Education,Core,08/03/2024,IS/IT,Commercial,Bravosolution Uk Limited,CORE-PINV-074488,"45,600.00",Systems Operations
Department for Education,Core,06/03/2024,IS/IT,Commercial,Bravosolution Uk Limited,CORE-PINV-074214,"415,500.00",Software Licences
Department for Education,Core,12/03/2024,Staff - Temporary Staff,Commercial,Alexander Mann Solutions Limited,CORE-PINV-074714,"46,495.30",Short Term And Agency Staff
Department for Education,Core,18/03/2024,Other Goods and Services,Commercial,Nexer Digital Ltd,CORE-PINV-074546,"35,512.50",Research And Evaluation
Department for Education,Core,15/03/2024,Other Goods and Services,Commercial,The Chartered Institute Of Procurement And Supply,CORE-PINV-074932,"58,800.00",Research And Evaluation
Department for Education,Core,01/03/2024,Other Goods and Services,Commercial,Government Actuarys Dept,CORE-PINV-073954,"107,874.66",Professional Services
Department for Education,Core,18/03/2024,Other Goods and Services,Commercial,Willis Limited,CORE-PINV-074978,"118,971.00",Professional Services
Department for Education,Core,11/03/2024,Other Goods and Services,Commercial,Topmark Claims Management Part Of The Davies Group,CORE-PINV-074514,"43,561.20",Professional Services
Department for Education,Core,28/03/2024,Grants Expenditure,Commercial,Suffolk County Council,CUPS0079195,"30,150.00",Capital Grants - Local Government
Department for Education,Core,28/03/2024,Grants Expenditure,Commercial,Southern Water Services Limited,CUPS0079110,"211,050.00",Capital Grants - Private Sector
Department for Education,Core,25/03/2024,Grants Expenditure,Commercial,Environment Agency,CORE-PINV-075763,"3,950,000.00",Capital Grants
Department for Education,Core,04/03/2024,Staff - Secondee,Commercial,Cabinet Office,CORE-PINV-073957,"1,919,302.89",Gco Staff Cost Q3 - October To December 2023
Department for Education,Core,05/03/2024,Staff - Secondee,Commercial,Cabinet Office,CORE-PINV-074070,"99,000.00",Gco Staff Cost Q3 - October To December 2023
Department for Education,Core,20/03/2024,Staff - Secondee,Commercial,Cabinet Office,CORE-PINV-075331,"66,348.00",Commercial Fast Stream Cost 2023-24
Department for Education,Core,18/03/2024,Staff - Bonuses,Human Resources,Edenred (Incentives And Motivation) Limited,CORE-PINV-074974,"98,915.00",Rewards And Recognition
Department for Education,Core,25/03/2024,Staff - Other,Human Resources,Duradiamond Healthcare Limited,CORE-PINV-073257,"24,544.09",Occupational Health
Department for Education,Core,07/03/2024,Staff - Other,Human Resources,Duradiamond Healthcare Limited,CORE-PCR-002795,"-24,544.09",Occupational Health
Department for Education,Core,06/03/2024,Staff - Other,Human Resources,Duradiamond Healthcare Limited,CORE-PINV-074346,"28,617.87",Occupational Health
Department for Education,Core,15/03/2024,Other Goods and Services,Customer Experience and Digital,Cognizant Worldwide Limited,CORE-PINV-074980,"188,028.00",Professional Services
Department for Education,Core,28/03/2024,IS/IT,Technology,Unify Holding Uk 1 Limited,CORE-PINV-076159,"25,463.69",Telecoms
Department for Education,Core,28/03/2024,IS/IT,Technology,Unify Holding Uk 1 Limited,CORE-PINV-076160,"25,401.02",Telecoms
Department for Education,Core,13/03/2024,Other Costs,Technology,Bechtle Ltd,CORE-PINV-065988,"99,469.80",Software Development
Department for Education,Core,20/03/2024,Other Costs,Technology,Computacenter (Uk) Limited,CORE-PINV-075438,"407,880.04",Software Development
Department for Education,Core,22/03/2024,Other Costs,Technology,Cdw Ltd,CORE-PINV-075534,"1,739,598.00",Software Development
Department for Education,Core,15/03/2024,Other Goods and Services,Customer Experience and Digital,Cognizant Worldwide Limited,CORE-PINV-074931,"60,311.16",Professional Services
Department for Education,Core,28/03/2024,Other Goods and Services,Customer Experience and Digital,I.F.F Research Limited,CORE-PINV-076089,"22,000.00",Research And Evaluation
Department for Education,Core,13/03/2024,Other Goods and Services,Customer Experience and Digital,Andigital Limited,CORE-PINV-074855,"61,785.00",Professional Services
Department for Education,Core,19/03/2024,Other Goods and Services,Customer Experience and Digital,Andigital Limited,CORE-PINV-074848,"28,512.00",Professional Services
Department for Education,Core,15/03/2024,Other Goods and Services,Customer Experience and Digital,Andigital Limited,CORE-PINV-074857,"127,425.00",Professional Services
Department for Education,Core,06/03/2024,Other Goods and Services,Customer Experience and Digital,Faculty Science Limited,CORE-PINV-073690,"68,927.38",Research And Evaluation
Department for Education,Core,08/03/2024,IS/IT,Technology,Silobreaker Limited,CORE-PINV-074320,"114,000.00",End User Software And Hardware
Department for Education,Core,01/03/2024,IS/IT,Technology,Bytes Software Services Limited,CORE-PINV-073944,"1,592,081.19",End User Software And Hardware
Department for Education,Core,28/03/2024,IS/IT,Technology,Bytes Software Services Limited,CORE-PINV-076090,"1,530,422.82",End User Software And Hardware
Department for Education,Core,12/03/2024,Other Goods and Services,Technology,Sol-Tec Limited,CORE-PINV-074702,"30,600.00",Professional Services
Department for Education,Core,28/03/2024,Other Goods and Services,Technology,Methods Business And Digital Technology Limited,CORE-PINV-070790,"167,332.80",Professional Services
Department for Education,Core,20/03/2024,Other Goods and Services,Technology,Methods Business And Digital Technology Limited,CORE-PINV-072708,"112,110.00",Professional Services
Department for Education,Core,11/03/2024,Other Goods and Services,Technology,Methods Business And Digital Technology Limited,CORE-PINV-074520,"112,986.00",Professional Services
Department for Education,Core,22/03/2024,Other Goods and Services,Technology,Methods Business And Digital Technology Limited,CORE-PINV-074603,"265,165.50",Professional Services
Department for Education,Core,25/03/2024,Other Goods and Services,Technology,Sol-Tec Limited,CORE-PINV-075001,"71,268.50",Professional Services
Department for Education,Core,12/03/2024,Other Goods and Services,Technology,Nexer Digital Ltd,CORE-PINV-074541,"42,900.00",Professional Services
Department for Education,Core,22/03/2024,Grants,SARDIS,Oecd,CUPS0079127,"295,131.19",Professional Services - Grants And Awards
Department for Education,Core,14/03/2024,Grants,SARDIS,Oecd,CUPS0079130,"58,074.89",Professional Services - Grants And Awards
Department for Education,Core,04/03/2024,Other Goods and Services,SARDIS,Ipsos (Market Research) Ltd,CORE-PINV-073945,"29,518.00",Research And Evaluation
Department for Education,Core,04/03/2024,Other Goods and Services,SARDIS,Ipsos (Market Research) Ltd,CORE-PINV-073853,"24,990.00",Research And Evaluation
Department for Education,Core,01/03/2024,Other Goods and Services,SARDIS,Centre For Enterprise Ltd,CORE-PINV-073920,"41,680.00",Research And Evaluation
Department for Education,Core,12/03/2024,Other Goods and Services,SARDIS,Pearson Education Limited,CORE-PINV-074689,"125,623.00",Research And Evaluation
Department for Education,Core,13/03/2024,Other Goods and Services,SARDIS,Pearson Education Limited,CORE-PINV-074555,"107,776.00",Research And Evaluation
Department for Education,Core,15/03/2024,Other Goods and Services,SARDIS,Ipsos (Market Research) Ltd,CORE-PINV-074973,"37,346.00",Research And Evaluation
Department for Education,Core,14/03/2024,Other Goods and Services,SARDIS,Pearson Education Limited,CORE-PINV-074964,"129,430.00",Research And Evaluation
Department for Education,Core,15/03/2024,Other Goods and Services,SARDIS,Pearson Education Limited,CORE-PINV-074962,"55,393.00",Research And Evaluation
Department for Education,Core,20/03/2024,Other Goods and Services,SARDIS,I.F.F Research Limited,CORE-PINV-075046,"69,607.00",Research And Evaluation
Department for Education,Core,19/03/2024,Other Goods and Services,SARDIS,Lse Enterprise Ltd,CORE-PINV-075147,"24,562.50",Research And Evaluation
Department for Education,Core,20/03/2024,Other Goods and Services,SARDIS,Lse Enterprise Ltd,CORE-PINV-075164,"24,562.50",Research And Evaluation
Department for Education,Core,26/03/2024,Other Goods and Services,SARDIS,Institute For Employment Studies,CORE-PINV-075720,"48,010.00",Research And Evaluation
Department for Education,Core,25/03/2024,Other Goods and Services,SARDIS,Centre For Enterprise Ltd,CORE-PINV-075780,"60,290.00",Research And Evaluation
Department for Education,Core,27/03/2024,Other Goods and Services,SARDIS,I.F.F Research Limited,CORE-PINV-074885,"27,280.00",Research And Evaluation
Department for Education,Core,27/03/2024,Other Goods and Services,SARDIS,I.F.F Research Limited,CORE-PINV-075623,"36,728.50",Research And Evaluation
Department for Education,Core,27/03/2024,Other Goods and Services,SARDIS,Kantar Public Uk Limited,CORE-PINV-076094,"83,896.71",Research And Evaluation
Department for Education,Core,28/03/2024,Other Goods and Services,SARDIS,Kantar Public Uk Limited,CORE-PINV-076092,"256,509.92",Research And Evaluation
Department for Education,Core,14/03/2024,Grants,SARDIS,Oecd,CUPS0079128,"91,568.21",Professional Services - Grants And Awards
Department for Education,Core,01/03/2024,Other Costs,SARDIS,National Foundation For Educational Research Nfer,CORE-PINV-073964,"39,677.00",Research And Development
Department for Education,Core,05/03/2024,Other Costs,SARDIS,I.F.F Research Limited,CORE-PINV-074248,"119,524.52",Research And Development
Department for Education,Core,08/03/2024,Other Costs,SARDIS,Icf Consulting Services Limited,CORE-PINV-074418,"28,034.00",Research And Development
Department for Education,Core,15/03/2024,Other Costs,SARDIS,Ecorys Uk Ltd,CORE-PINV-074996,"65,000.00",Research And Development
Department for Education,Core,19/03/2024,Other Costs,SARDIS,National Centre For Social Research,CORE-PINV-075209,"540,000.00",Research And Development
Department for Education,Core,20/03/2024,Other Costs,SARDIS,Kantar Public Uk Limited,CORE-PINV-075434,"30,000.00",Research And Development
Department for Education,Core,22/03/2024,Other Costs,SARDIS,Frontier Economics Ltd,CORE-PINV-075453,"69,125.00",Research And Development
Department for Education,Core,26/03/2024,Other Costs,SARDIS,Institute For Employment Studies,CORE-PINV-075877,"55,207.50",Research And Development
Department for Education,Core,28/03/2024,Other Costs,SARDIS,National Foundation For Educational Research Nfer,CORE-PINV-076088,"57,336.00",Research And Development
Department for Education,Core,28/03/2024,Other Costs,SARDIS,National Foundation For Educational Research Nfer,CORE-PINV-076087,"37,952.25",Research And Development
Department for Education,Core,04/03/2024,Other Costs,SARDIS,Ecorys Uk Ltd,CORE-PINV-074054,"37,908.00",Research And Development
Department for Education,Core,13/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PCR-002842,"-166,932.00",Ict Repair And Maintenance
Department for Education,Core,19/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-074380,"166,932.00",Ict Repair And Maintenance
Department for Education,Core,20/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-073299,"166,932.00",Ict Repair And Maintenance
Department for Education,Core,21/03/2024,Staff - Other,SARDIS,Cabinet Office,CORE-PINV-075456,"44,616.00",Recruitment Advertising
Department for Education,Core,13/03/2024,IS/IT,SARDIS,Hive It Limited,CORE-PINV-074326,"241,379.40",Systems Operations
Department for Education,Core,19/03/2024,Other Costs,Data,Cognizant Worldwide Limited,CORE-PINV-074924,"41,085.00",Software Development
Department for Education,Core,19/03/2024,IS/IT,Data,Cdw Ltd,CORE-PINV-075162,"59,745.60",Ict Repair And Maintenance
Department for Education,Core,21/03/2024,IS/IT,Data,Cognizant Worldwide Limited,CORE-PINV-072906,"77,421.00",Ict Repair And Maintenance
Department for Education,Core,01/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-072848,"35,088.00",Support - Managed Services
Department for Education,Core,01/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-073139,"70,200.00",Support - Managed Services
Department for Education,Core,15/03/2024,IS/IT,Data,Scrumconnect Limited,CORE-PINV-074425,"57,000.00",Support - Managed Services
Department for Education,Core,19/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-074654,"32,232.00",Support - Managed Services
Department for Education,Core,21/03/2024,IS/IT,Data,Bramble Hub Limited,CORE-PINV-075212,"54,000.00",Support - Managed Services
Department for Education,Core,28/03/2024,IS/IT,Data,Solirius Ltd,CORE-PINV-076139,"47,685.60",Support - Managed Services
Department for Education,Core,04/03/2024,IS/IT,Data,Rm Plc,CORE-PINV-073960,"628,658.00",Systems Operations
Department for Education,Core,27/03/2024,IS/IT,Data,Rm Plc,CORE-PINV-076036,"629,225.72",Systems Operations
Department for Education,Core,05/03/2024,IS/IT,Data,Cognizant Worldwide Limited,CORE-PINV-074091,"27,377.28",Systems Operations
Department for Education,Core,11/03/2024,IS/IT,Data,Opencast Software Europe Limited,CORE-PINV-074955,"27,720.00",Systems Operations
Department for Education,Core,15/03/2024,IS/IT,Data,Opencast Software Europe Limited,CORE-PINV-074954,"125,310.00",Systems Operations
Department for Education,Core,15/03/2024,IS/IT,Data,Opencast Software Europe Limited,CORE-PINV-074953,"195,720.00",Systems Operations
Department for Education,Core,21/03/2024,IS/IT,Data,Cognizant Worldwide Limited,CORE-PINV-075324,"45,158.40",Systems Operations
Department for Education,Core,28/03/2024,Other Goods and Services,Strategic Policy Directorate,University Of Reading,CORE-PINV-074062,"360,000.00",Professional Services
Department for Education,Core,18/03/2024,Other Goods and Services,Strategic Policy Directorate,The Natural History Museum Trading Company Limited,CORE-PINV-075138,"568,512.00",Professional Services
Department for Education,Core,18/03/2024,IS/IT,Strategic Policy Directorate,Tpximpact Limited,CORE-PINV-074877,"145,046.00",Systems Development
Department for Education,Core,26/03/2024,Other Goods and Services,Strategic Policy Directorate,Ecorys Uk Ltd,CORE-PINV-075731,"101,864.00",Research And Evaluation
Department for Education,Core,07/03/2024,Grants Expenditure,Strategic Policy Directorate,Royal Horticultural Society,CORE-MAIN-053502,"114,048.50",Capital Grants - Private Sector
Department for Education,Core,28/03/2024,Grants Expenditure,Strategic Policy Directorate,Royal Horticultural Society,CUPS0078865,"155,259.98",Capital Grants - Private Sector
Department for Education,Core,15/03/2024,Grants Expenditure,Strategic Policy Directorate,Royal Horticultural Society,CUPS0078866,"306,567.29",Capital Grants - Private Sector
Department for Education,Core,25/03/2024,Other Costs,Strategic Policy Directorate,Met Office,CORE-PINV-075445,"52,440.00",Research And Development
Department for Education,Core,05/03/2024,Grants Expenditure,Capital Directorate,Portakabin Limited,D-PINV063899,"166,226.58",Current Grants - Academy Trust
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,Mott Macdonald Limited,D-PINV063785,"51,637.20",Research And Development
Department for Education,Core,19/03/2024,Other Goods and Services,Capital Directorate,Arcadis Llp,D-PINV064274,"103,623.00",Professional Services
Department for Education,Core,19/03/2024,Other Goods and Services,Capital Directorate,Arcadis Llp,D-PINV064273,"97,620.02",Professional Services
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Broad Horizons Education Trust,DU00106201,"68,687.73",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Conisbrough Ivanhoe Primary Academy,DU00106205,"27,448.64",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Vantage Ce Academies Trust,DU00106206,"51,593.68",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Pennine Academies Yorkshire,DU00106208,"33,678.10",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Lincoln Anglican Academy Trust,DU00106211,"43,832.25",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Lincoln Anglican Academy Trust,DU00106212,"42,685.59",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Lincoln Anglican Academy Trust,DU00106213,"30,015.01",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,St Cuthbert'S Roman Catholic Academy Trust,DU00106215,"54,169.30",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,E-Act,DU00106222,"46,789.16",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Ilkley Grammar School,DU00106223,"56,200.96",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,South Gloucestershire Council,DU00106233,"50,911.23",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Consilium Academies,DU00106238,"49,099.57",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Consilium Academies,DU00106241,"101,055.27",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Consilium Academies,DU00106245,"133,544.94",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Consilium Academies,DU00106247,"74,532.19",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Elliot Foundation Academies Trust,DU00106255,"31,314.48",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Abbey Multi Academy Trust,DU00106258,"58,540.38",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Carlton Academy Trust,DU00106259,"52,430.00",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Leading Learners Mat,DU00106261,"25,319.54",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,All Saints Catholic Collegiate,DU00106275,"57,323.84",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Macmillan Academy,DU00106278,"44,790.11",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Two Counties Trust,DU00106281,"56,172.62",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Two Counties Trust,DU00106283,"35,403.81",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Two Counties Trust,DU00106284,"61,918.59",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Leger Education Trust,DU00106285,"35,515.51",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Link Education Trust,DU00106292,"34,842.60",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,West Park School,DU00106301,"127,916.85",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Flying High Trust,DU00106302,"43,183.13",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,John Spendluffe Foundation Technology College,DU00106306,"74,343.96",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Roseland Multi Academy Trust,DU00106307,"73,110.03",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,The Rowan Learning Trust,DU00106308,"64,603.84",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Outwood Grange Academies Trust,DU00106310,"166,598.00",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,Anthem Schools Trust,DU00106311,"81,008.80",Capital Grants - Academy Trust
Department for Education,Core,01/03/2024,Grants Expenditure,Capital Directorate,New Collaborative Learning Trust,DU00106312,"122,462.78",Capital Grants - Academy Trust
Department for Education,Core,14/03/2024,Grants Expenditure,Capital Directorate,Greenpark Academy,DU00106319,"29,742.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,"Woodside Green, A Share Primary Academy",DU00106327,"34,873.01",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,George White Junior School,DU00106328,"31,255.23",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106329,"40,254.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106332,"30,211.14",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106333,"34,641.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106334,"39,079.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,St Bart'S Multi Academy Trust,DU00106335,"41,070.22",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106336,"28,136.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Asset Education,DU00106337,"44,135.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Kings Academy Trust,DU00106338,"25,386.27",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,St Bart'S Multi Academy Trust,DU00106340,"56,022.43",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Kings Academy Trust,DU00106343,"53,887.00",Capital Grants - Academy Trust
Department for Education,Core,08/03/2024,Grants Expenditure,Capital Directorate,Emmaus Catholic Multi Academy Company,DU00106348,"37,712.93",Capital Grants - Academy Trust
